Gene.Symbol,log2_Parental,log2_DTP,ENTREZID
NNT,20.83408462,21.00841993,23530
NOL9,21.72366716,21.2005687,79707
NOS3,17.8677105,19.00170202,4846
NPC1,21.86650906,22.43415945,4864
NQO1,23.94323256,23.5405097,1728
NSD1,21.83908847,21.25341796,64324
NSD2,21.48434873,20.67203915,7468
NSD3,17.020133,16.15931523,54904
NSD3,16.99303941,16.5647654,54904
NSDHL,24.41102268,24.91836669,50814
NSF,25.50076645,25.68109492,4905
NT5C,18.74988098,17.90391437,30833
NT5C1B-RDH14,15.01892015,15.8082031,100526794
NT5C2,24.75856914,24.99077214,22978
NT5C3A,22.94921751,22.83179527,51251
NT5DC3,23.56083311,24.13937675,51559
NT5E,19.90817665,21.80227397,4907
NUDT12,23.18337819,23.02540375,83594
NUDT5,22.63281877,22.50768445,11164
OAT,24.75319381,24.98419495,4942
OCRL,23.87658915,23.94160591,4952
ODC1,20.45179142,19.92083052,4953
OGA,25.01934068,25.18469,10724
OGDH,25.86591618,26.22777438,4967
OGT,24.49945276,24.16363515,8473
OPLAH,22.87187818,22.89456167,26873
OXCT1,24.15315194,24.4098126,5019
OXSM,22.04740985,22.29903542,54995
P4HA1,22.77795126,22.87518425,5033
P4HA1,20.81508866,20.99639816,5033
P4HA2,20.3653127,20.48552432,8974
P4HA2,17.02244466,17.19441419,8974
PAFAH1B1,24.55426605,24.49642504,5048
PAFAH1B2,15.63498619,15.54708771,5049
PAFAH2,20.61344045,21.28752257,5051
PAICS,26.20388814,26.03619366,10606
PANK1,18.4403265,18.12398739,53354
PANK2,22.14615441,21.93608677,80025
PANK3,18.16893899,18.00113707,79646
PANK4,23.98562414,24.02514558,55229
PAPSS1,24.07883306,24.14269041,9061
PAPSS2,24.2767213,24.43626122,9060
PC,24.73898155,24.80045768,5091
PCBD1,19.34607548,19.34785379,5092
PCBD2,16.11263118,16.36268619,84105
PCK2,22.65125961,23.23151662,5106
PCYT1A,24.16902272,24.00532479,5130
PCYT2,22.21866581,22.34302654,5833
PDE10A,14.56375771,14.73111737,10846
PDE1C,22.2687238,21.98336868,5137
PDE4A,10.71686418,10.97528231,5141
PDE4D,16.27613733,15.87090143,5144
PDE5A,23.27301571,23.31454336,8654
PDE6D,19.45107715,19.49391527,5147
PDE7A,18.27883248,18.85032867,5150
PDE8A,20.79160736,20.70653634,5151
PDE8B,16.91020248,16.83735841,8622
PDHA1,24.78865989,24.76403876,5160
PDHB,25.4551312,25.56467752,5162
PDHX,23.49912115,23.6062628,8050
PDPR,23.63911881,24.07143651,55066
PDXK,23.37255351,23.69549786,8566
PDXP,22.99665356,23.26959483,57026
PECR,18.24465722,18.24537018,55825
PFAS,25.02878471,24.91061254,5198
PFKFB2,20.95059425,21.13793937,5208
PFKFB3,21.47623536,21.28642091,5209
PFKFB4,22.87298611,22.80187902,5210
PFKL,24.00137882,24.17026358,5211
PFKM,24.35054856,24.15828933,5213
PFKP,25.10757218,25.12639021,5214
PGAM1,23.79048788,23.91216626,5223
PGD,26.70254902,26.73621764,5226
PGGHG,15.87241683,16.03566497,80162
PGK1,21.08207388,21.18810046,5230
PGK1,27.71959952,28.13225895,5230
PGK2,22.11585221,22.70150881,5232
PGLS,23.80437014,24.13138191,25796
PGM1,26.44437188,26.86528857,5236
PGM2,24.91134094,25.19262894,55276
PGM2L1,22.87705248,23.68911709,283209
PGM3,23.43182278,24.15068714,5238
PGS1,19.00913232,19.07498076,9489
PHGDH,25.1774797,25.3433502,26227
PHPT1,22.35563724,22.35399926,29085
PHYH,20.44670613,21.29534404,5264
PI4K2A,23.31072823,23.67633278,55361
PI4KA,22.5527648,22.47475997,5297
PI4KB,20.51602366,20.29387596,5298
PIGA,20.82047668,20.91426525,5277
PIGB,17.24700715,16.95012554,9488
PIGG,21.90836651,22.02616589,54872
PIGH,20.597148,20.49243729,5283
PIGK,21.42483074,21.14716373,10026
PIGL,16.33669796,15.83672704,9487
PIGM,17.34426189,18.05348925,93183
PIGN,19.94273189,20.10900351,23556
PIGO,20.45593052,19.90395614,84720
PIGP,17.35732213,17.1016978,51227
PIGS,21.40829564,21.26517926,94005
PIGT,21.69537814,21.39140868,51604
PIGU,20.52629664,20.74037326,128869
PIGX,21.31590463,21.49309555,54965
PIK3C2A,23.94144008,23.80108691,5286
PIK3C2B,21.87367925,21.95990329,5287
PIK3CA,21.83293239,21.76369932,5290
PIK3CB,21.72929274,21.73096739,5291
PIK3CD,17.02724995,17.27283393,5293
PIK3R1,20.50015831,20.32231325,5295
PIK3R2,22.35892213,22.38028914,5296
PIKFYVE,22.13034603,22.13052539,200576
PIP4K2A,21.87878178,22.3835114,5305
PIP4K2B,19.95219484,20.08807819,8396
PIP4K2C,23.89213347,24.2828986,79837
PIP5K1A,21.12944957,21.08244375,8394
PIP5K1C,20.49415077,20.29221867,23396
PISD,18.9917988,18.63379123,23761
PKLR,19.68352868,19.67352907,5313
PKM,22.74907652,22.55148908,5315
PKM,21.25394013,21.43093771,5315
PLA2G4A,17.66367745,17.56636705,5321
PLA2G7,17.41592089,17.35069698,7941
PLCB1,21.7250096,21.82407643,23236
PLCB3,22.49363009,22.45728851,5331
PLCB4,17.96969958,18.18431626,5332
PLCD1,20.32222597,20.27230219,5333
PLCD3,21.83597708,21.83165487,113026
PLCE1,19.10045005,18.885788,51196
PLCG1,18.42685793,18.29790652,5335
PLCG1,16.80833192,16.65866749,5335
PLCG2,21.00603686,21.34025648,5336
PLCH1,20.85613389,21.13568047,23007
PLCH2,16.59686618,16.93990501,9651
PLD1,22.12270393,22.65787522,5337
PLD2,21.21967725,21.23796811,5338
PLD3,22.46640785,22.80922725,23646
PLPBP,23.64942333,23.66152675,11212
PLPP3,19.4805132,19.34441359,8613
PLPP6,19.65748831,20.04194753,403313
PLPPR2,18.06378198,18.02851383,64748
PMM1,19.85637062,19.9151652,5372
PMM2,23.39177484,23.43120464,5373
PMPCA,24.6232384,24.69850853,23203
PMVK,21.85122578,21.77844388,10654
PNP,25.20730933,25.59038126,4860
PNPLA2,20.58607767,20.95050531,57104
PNPLA4,20.40673075,20.37782103,8228
PNPO,22.00902552,21.87111079,55163
POGLUT1,21.39852373,21.67348549,56983
POMGNT1,21.91031114,21.77618506,55624
PPA1,25.22487446,25.08833032,5464
PPA2,24.49004234,24.66225337,27068
PPA2,20.29902628,20.34893012,27068
PPAT,24.51441651,24.21969484,5471
PPCDC,19.64358205,19.3954603,60490
PPCS,23.47258979,23.67068759,79717
PPIP5K1,21.07130726,20.99849636,9677
PPIP5K2,22.73613367,22.59940885,23262
PPIP5K2,16.81676698,15.84736563,23262
PPOX,22.06698124,22.25772849,5498
PPT1,23.21145911,23.31941173,5538
PRDX1,26.29708359,26.46624223,5052
PRDX2,25.76192778,26.00006719,7001
PRDX3,24.62293952,25.00315061,10935
PRDX6,27.29357693,27.61416833,9588
PRPS1,22.72028268,22.80752591,5631
PRPS2,23.22764077,23.11201988,5634
PSAT1,24.03323359,24.42773632,29968
PSPH,23.27230076,23.52723713,5723
PTDSS1,21.2666062,21.88272555,9791
PTDSS2,20.99464184,21.30875601,81490
PTGES,22.7085976,25.31690129,9536
PTGES2,23.06907548,22.68653531,80142
PTGES3,25.65862259,24.96538411,10728
PTGR3,20.88983116,20.7618257,284273
PTGS2,18.95514804,19.28228431,5743
PTPDC1,19.50373395,19.69935564,138639
PTPMT1,20.62993889,20.99799989,114971
PTS,21.80834411,22.22842812,5805
PXDN,23.55526896,23.7543953,7837
PYCR1,24.12864062,24.31342639,5831
PYCR2,23.18383044,23.13868058,29920
PYCR3,24.04433396,23.93270474,65263
PYGB,26.21287596,26.59985525,5834
PYGL,25.43185173,26.09713733,5836
PYGM,20.79728135,20.78602497,5837
QDPR,22.64740096,23.11402333,5860
RALBP1,22.79175899,22.79511721,10928
RBKS,20.84000003,21.30991907,64080
RBP4,18.23726134,18.26759591,5950
RDH10,21.1853781,21.34357302,157506
RDH11,22.51110801,22.75824068,51109
RDH13,25.13277745,24.86459103,112724
RDH14,23.33621219,23.61656459,57665
RPE,17.12571458,17.33063376,6120
RPE,17.79491778,17.76719305,6120
RPIA,22.90734823,22.48580751,22934
RPL14,23.92615101,23.52357958,9045
RPP14,20.59859638,20.19692056,11102
RRM1,24.40970612,22.7052954,6240
RRM2,24.80123912,24.75757921,6241
RRM2B,21.21895936,20.97600174,50484
RWDD2A,16.54513976,16.5854651,112611
SACM1L,24.71877615,24.77028559,22908
SARDH,15.76650481,15.56428735,1757
SC5D,21.37391988,21.71376975,6309
SCARB1,23.32951954,23.57781589,949
SCD,23.12004422,21.69197021,6319
SCD5,20.58790611,20.86087935,79966
SCP2,25.91961272,26.422344,6342
SDHA,24.7196071,24.47314027,6389
SDHB,23.90587799,23.74933992,6390
SDHC,19.0725185,19.06005763,6391
SDR16C5,17.80703484,18.72217807,195814
SDSL,19.69054706,20.46999925,113675
SEC11A,23.98923444,24.08160761,23478
SEC11C,22.81785656,23.12059155,90701
SETD1A,20.92331432,20.64615411,9739
SETD1B,16.76409992,16.7032192,23067
SETD2,22.70486681,22.08857935,29072
SETD7,20.53524958,20.61553533,80854
SETDB1,22.24459756,21.95155914,9869
SETMAR,20.03522631,19.54751687,6419
SGMS1,20.63991529,20.49030829,259230
SGMS2,17.85705259,18.18598031,166929
SGPL1,24.28112185,24.52144965,8879
SGPP1,23.00490985,23.71768828,81537
SGSH,18.40473476,18.20617748,6448
SHMT1,23.0120225,23.01036139,6470
SHMT2,26.21231991,26.01680374,6472
SLC11A2,20.59280733,20.91483029,4891
SLC12A2,23.63467648,23.66058041,6558
SLC12A4,21.32135245,21.95498755,6560
SLC12A5,21.46515705,21.474489,57468
SLC12A6,14.84571446,14.75820937,9990
SLC12A6,16.88135416,17.48280527,9990
SLC12A7,21.77067381,21.86355875,10723
SLC16A1,22.90931782,22.62643187,6566
SLC16A2,14.18187251,14.80346697,6567
SLC16A3,22.40421022,22.78469333,9123
SLC16A7,20.64165672,19.98118032,9194
SLC17A5,21.1359727,21.65325378,26503
SLC19A1,23.44180694,23.34820169,6573
SLC19A2,18.67312634,18.61913758,10560
SLC1A2,17.67469167,17.61043945,6506
SLC1A2,16.26418742,16.37858152,6506
SLC1A3,20.30994763,20.23012392,6507
SLC1A4,21.38771635,22.22922058,6509
SLC1A5,23.84078101,23.41368607,6510
SLC20A1,21.5372656,21.58574476,6574
SLC20A2,20.92990164,21.17702041,6575
SLC22A5,20.82849286,21.14558261,6584
SLC23A2,19.60995737,19.35306474,9962
SLC25A1,23.87988251,23.95508612,6576
SLC25A10,23.58456394,23.24109918,1468
SLC25A11,24.72277338,24.59827908,8402
SLC25A12,24.11396374,24.11044324,8604
SLC25A13,23.44765423,23.51635626,10165
SLC25A14,21.83751837,21.90475167,9016
SLC25A15,20.7341599,20.49337316,10166
SLC25A16,19.54047186,18.98565647,8034
SLC25A17,21.77026744,21.90575947,10478
SLC25A19,22.98642814,23.06698021,60386
SLC25A20,22.91800495,23.15772563,788
SLC25A21,18.46892478,17.9900845,89874
SLC25A22,21.64893309,21.56883653,79751
SLC25A26,20.3301717,20.49074391,115286
SLC25A28,18.14559826,18.01151791,81894
SLC25A29,21.37928637,21.262947,123096
SLC25A4,23.75528296,24.01636666,291
SLC25A5,24.09044428,23.68141311,292
SLC25A6,22.64510958,22.2648868,293
SLC26A11,18.2397136,18.67104877,284129
SLC26A2,20.74126168,21.02274569,1836
SLC26A6,20.24965322,20.46987784,65010
SLC27A1,19.900717,20.20783677,376497
SLC27A2,20.56705927,20.6783748,11001
SLC27A3,15.33166699,14.7763372,11000
SLC27A4,23.87592452,24.02649601,10999
SLC29A1,15.29201975,15.16613331,2030
SLC29A1,17.92407655,18.14983818,2030
SLC29A2,18.40384555,17.76737151,3177
SLC29A3,18.13728277,18.06542663,55315
SLC2A1,22.26725374,22.7167686,6513
SLC2A10,16.6645354,17.14010259,81031
SLC2A6,19.05650783,20.25258053,11182
SLC30A1,22.25412846,22.35968304,7779
SLC33A1,21.91807637,22.30051046,9197
SLC35A1,20.92163396,20.46010851,10559
SLC35B2,20.99076779,20.6635768,347734
SLC35C1,17.80677062,18.31062599,55343
SLC36A4,18.13096327,18.09662823,120103
SLC37A1,18.20973108,18.63269101,54020
SLC37A4,21.27144059,20.83470857,2542
SLC38A1,23.71886413,23.63528834,81539
SLC38A2,21.20353905,21.18706906,54407
SLC3A2,25.05285533,25.15763093,6520
SLC43A1,15.23065586,15.64124278,8501
SLC43A2,18.30467719,18.9285692,124935
SLC46A1,16.7482707,16.49145898,113235
SLC4A2,23.4528134,23.33379116,6522
SLC4A4,21.52982416,21.54448152,8671
SLC4A7,22.0226607,21.93546626,9497
SLC4A8,18.17141643,18.23862168,9498
SLC52A2,20.19816865,20.52171415,79581
SLC5A6,18.12765276,17.77397734,8884
SLC6A1,20.71749802,20.46574897,6529
SLC6A11,21.27477735,21.20369372,6538
SLC6A14,17.01222591,18.53309237,11254
SLC6A6,19.13370222,18.67363145,6533
SLC6A8,19.657087,20.00177037,6535
SLC6A9,18.69529839,19.02407402,6536
SLC7A1,22.46345751,22.41742447,6541
SLC7A11,21.04160446,21.07365018,23657
SLC7A5,22.42613175,22.38408975,8140
SLC7A6,19.64424629,19.44308628,9057
SLC9A1,22.51161859,22.43231296,6548
SLC9A7,20.39250585,20.81378475,84679
SLC9A8,17.81419123,17.75452036,23315
SLCO4A1,20.84466455,21.13430571,28231
SMPD1,19.03106531,19.27820384,6609
SMPD2,20.4001363,20.51157889,6610
SMPD4,17.17965371,17.32870848,55627
SMPD4,17.98889223,17.36522196,55627
SMS,24.63309462,24.89288526,6611
SMYD3,21.61586805,21.40750479,64754
SOAT1,21.66692329,21.5156471,6646
SOD1,22.05279031,22.00472151,6647
SOD2,24.44631845,26.74480767,6648
SOD3,17.36810946,17.48056566,6649
SORD,24.85545923,24.85831254,6652
SPCS1,21.52857762,21.67391211,28972
SPCS2,23.28685807,23.34446596,9789
SPCS3,22.23386002,22.29371517,60559
SPHK1,17.81396168,18.8958257,8877
SPHK2,18.64165214,18.93373811,56848
SPR,23.771579,23.88261337,6697
SPTLC1,23.165549,23.21543331,10558
SPTLC2,23.29923625,23.35795877,9517
SPTLC3,21.29209411,20.72680062,55304
SQLE,21.64142607,22.03647204,6713
SRD5A3,18.97736776,19.77116708,79644
SRM,24.47319455,24.45835683,6723
ST3GAL1,20.8336786,20.8909182,6482
ST3GAL4,20.863968,20.78153114,6484
ST3GAL6,19.46041267,19.78589823,10402
ST6GALNAC4,16.05954293,16.16999984,27090
STARD3,20.66596335,20.84002142,10948
STS,20.97963543,21.84198837,412
STT3A,24.10181002,24.19620599,3703
STT3B,24.13403437,24.22623588,201595
SUCLA2,23.72044298,24.05569607,8803
SUCLG1,24.76471778,24.76264565,8802
SUCLG2,24.78219119,25.10496149,8801
SULT1A3,21.31831412,21.69239608,6818
SULT2B1,21.19613885,21.57900049,6820
SUOX,22.02160152,21.83262604,6821
SUV39H1,14.93592469,14.85522135,6839
SUV39H2,12.84394557,13.4518988,79723
SYNJ1,22.7877251,22.66314661,8867
SYNJ2,21.79465048,21.42596108,8871
TALDO1,26.20283183,26.26998136,6888
TBCB,24.91046077,24.92855687,1155
TCIRG1,19.83628261,20.07784795,10312
TECR,24.63337343,24.82029311,9524
THNSL1,21.49201387,21.57378957,79896
TK1,17.4725182,17.29051942,7083
TK1,20.65741343,19.97229887,7083
TK2,15.99767059,16.17638478,7084
TKFC,22.01219033,21.78502387,26007
TKT,27.08335728,27.11881214,7086
TM7SF2,19.57544886,19.73309701,7108
TNS2,19.80688948,19.49518359,23371
TPI1,18.26188547,18.22035075,7167
TPI1,17.44152531,17.43203196,7167
TPI1,25.23796057,25.35713812,7167
TPK1,18.41033319,18.07650811,27010
TPP1,18.65742866,18.84864907,1200
TST,22.90607075,23.40744865,7263
TUSC3,19.33303395,19.37409129,7991
TXNRD1,25.82516483,26.23754359,7296
TXNRD2,22.18572611,22.58827444,10587
TYMP,20.97100735,20.87299257,1890
TYMS,21.86238294,20.16969722,7298
UAP1,25.72467956,26.16163394,6675
UAP1L1,17.49414226,17.49097382,91373
UCK1,19.54628839,19.15404524,83549
UCK2,21.47917669,20.72065749,7371
UCKL1,22.69315104,22.41223993,54963
UEVLD,20.94829052,20.85135336,55293
UGCG,19.15567339,20.38149134,7357
UGDH,24.79841026,24.90520311,7358
UGGT1,24.86278787,25.02972128,56886
UGGT2,21.00918996,21.3549729,55757
UGP2,24.52579705,24.9719307,7360
UGT8,19.8428228,19.13825735,7368
UMPS,24.1503492,24.04982533,7372
UPP1,24.26447706,24.36897046,7378
UPRT,21.64773858,21.54068336,139596
UQCR10,20.67644004,20.42983608,29796
UQCRB,24.71409952,24.68493763,7381
UQCRC1,24.27866159,24.14770075,7384
UQCRC2,24.61010791,24.51161542,7385
UQCRFS1,24.54482628,24.46073044,7386
UQCRH,18.96750678,18.50907006,7388
UQCRQ,23.84909858,23.7555518,27089
UROD,23.22673097,23.03140365,7389
UROS,18.53891344,18.93973015,7390
UXS1,23.50023602,24.05948349,80146
VNN1,18.02040104,18.36052442,8876
WWOX,19.53484847,19.63892987,51741
XDH,18.32494741,19.07203522,7498
XYLB,22.3557674,22.16356651,9942
XYLT2,16.91299964,16.96690671,64132
